Game_Name,game_released,game_rating,game_platform,game_genres,game_stores,game_tags_name
Age of Empires II HD,2013-04-09,4.26,['PC'],['Strategy'],['Steam'],"['2D', 'Captions available', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Base Building', 'Steam Workshop', 'City Builder', 'Classic', 'Competitive', 'Co-op', 'Historical', 'Isometric', 'Medieval', 'Multiplayer', 'Real-Time', 'Remake', 'Replay Value', 'Resource Management', 'RTS', 'Singleplayer', 'Tactical', 'cooperative', 'steam-trading-cards', 'stats']"
Battlerite,2016-09-20,3.26,['PC'],['Action'],['Steam'],"['In-App Purchases', 'Arena Shooter', 'Steam Cloud', 'Atmospheric', ""Beat 'em up"", 'Competitive', 'Difficult', 'Early Access', 'e-sports', 'Fast-Paced', 'Great Soundtrack', 'Hack and Slash', 'MOBA', 'Multiplayer', 'PvP', 'RPG', 'Singleplayer', 'Team-Based', 'Top-Down', 'Top-Down Shooter', 'Online multiplayer']"
Shadow Warrior Classic,1997-05-12,3.38,"['Linux', 'PC', 'macOS']","['Action', 'Shooter']","['GOG', 'Steam', 'App Store', 'Google Play']","[""1990's"", 'Full controller support', 'Includes level editor', 'Partial Controller Support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Comedy', 'Dark Humor', 'Difficult', 'First-Person', 'FPS', 'Free to Play', 'Funny', 'Gore', 'Multiplayer', 'Ninja', 'Nudity', 'Remake', 'Retro', 'Singleplayer', 'Violent', 'achievements', 'steam-trading-cards']"
SteamWorld Dig,2013-08-08,3.75,"['Linux', 'PC', 'macOS', 'PS Vita', 'Xbox One', 'Wii U', 'PlayStation 4', 'Nintendo Switch', 'Nintendo 3DS']","['Action', 'Adventure', 'Indie', 'Puzzle', 'Platformer']","['Xbox Store', 'Nintendo Store', 'PlayStation Store', 'GOG', 'Steam']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Controller', 'Exploration', 'Great Soundtrack', 'Metroidvania', 'Mining', 'Multiplayer', 'Robots', 'RPG', 'Sandbox', 'Sci-fi', 'Short', 'Side Scroller', 'Singleplayer', 'Steampunk', 'Western', 'controller support', 'puzzles', 'steam-trading-cards']"
FINAL FANTASY XIII,2009-12-17,3.4,"['Xbox 360', 'PlayStation 3', 'PC']",['RPG'],"['Google Play', 'Xbox 360 Store', 'Steam']","['Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cinematic', 'Difficult', 'Fantasy', 'Female Protagonist', 'Futuristic', 'Great Soundtrack', 'JRPG', 'Linear', 'RPG', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Third Person', 'Turn-Based', 'Turn-Based Combat', 'steam-trading-cards']"
Cyberpunk 2077,2020-09-17,4.32,"['PlayStation 4', 'Xbox One', 'PC']","['Action', 'RPG']","['PlayStation Store', 'GOG', 'Epic Games', 'Steam', 'Xbox Store']","['Action-Adventure', 'Action RPG', 'America', 'Atmospheric', 'Blood', 'Cinematic', 'Crime', 'Cyberpunk', 'Dating Sim', 'Exploration', 'First-Person', 'FPS', 'Futuristic', 'Great Soundtrack', 'Hacking', 'Mature', 'Nudity', 'Open World', 'Robots', 'RPG', 'Sandbox', 'Sci-fi', 'Sexual Content', 'Singleplayer', 'Soundtrack', 'Story Rich', 'Violent', 'Role Playing Game', 'role-playing', '3rd-Person Perspective', 'Masterpiece', 'Photorealistic', 'immersive']"
X-COM: UFO Defense,1993-12-30,3.68,['PC'],['Strategy'],"['GOG', 'Steam']","[""1990's"", 'Aliens', 'Atmospheric', 'Base Building', 'Classic', 'Difficult', 'Isometric', 'Management', 'Retro', 'Sci-fi', 'Singleplayer', 'Space', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics']"
Dungeons 2,2015-04-23,2.81,"['macOS', 'iOS', 'Linux', 'PC', 'PlayStation 4']","['RPG', 'Strategy', 'Simulation']","['App Store', 'GOG', 'Steam', 'PlayStation Store']","['Cross-Platform Multiplayer', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Competitive', 'Dungeon Crawler', 'Fantasy', 'Funny', 'Management', 'Multiplayer', 'RPG', 'RTS', 'Singleplayer', 'Top-Down', 'Villain Protagonist', 'achievements', 'steam-trading-cards']"
"Warhammer 40,000: Dawn of War - Game of the Year Edition",2007-08-07,4.0,['PC'],['Strategy'],['Steam'],"['Steam Cloud', 'Base Building', 'Classic', 'Games Workshop', 'Multiplayer', 'Real-Time', 'RTS', 'Sci-fi', 'Singleplayer', 'Tactical', 'War', 'Warhammer 40K', 'steam-trading-cards']"
Clicker Heroes,2015-05-13,2.64,"['macOS', 'iOS', 'PC', 'Android', 'Xbox One', 'PlayStation 4']","['Adventure', 'RPG', 'Strategy', 'Simulation', 'Casual', 'Indie']","['App Store', 'Google Play', 'Xbox Store', 'Steam', 'PlayStation Store']","['2D', 'In-App Purchases', 'Steam Achievements', 'Steam Cloud', 'Clicker', 'Co-op', 'Family Friendly', 'Fantasy', 'Free to Play', 'Funny', 'Illuminati', 'Management', 'Memes', 'Multiplayer', 'Open World', 'RPG', 'Singleplayer', 'Touch-Friendly', 'Zombies', 'cooperative', 'steam-trading-cards', 'stats']"
Bulletstorm,2011-02-22,4.08,"['PlayStation 3', 'Xbox 360', 'Xbox One', 'PC']","['Action', 'Shooter']","['PlayStation Store', 'Xbox 360 Store']","['Dark', 'FPS', 'Multiplayer', 'Epic', 'humor', 'murder', 'run', 'planet', 'combat', 'hunt', 'fun', 'destroy', 'fly']"
Celeste,2018-01-25,4.37,"['macOS', 'PC', 'Linux', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Indie', 'Platformer']","['Epic Games', 'Xbox Store', 'PlayStation Store', 'Nintendo Store', 'Steam']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Female Protagonist', 'Horror', 'Singleplayer']"
Metro Exodus,2019-02-15,4.02,"['PlayStation 4', 'PC', 'Xbox One']","['Action', 'Shooter']","['PlayStation Store', 'Epic Games', 'Xbox Store', 'Steam']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Cinematic', 'Crafting', 'Exploration', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Horror', 'Post-apocalyptic', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'Survival Horror', 'Violent', 'meat', 'steam', 'russia', 'category', 'steam-trading-cards']"
Surgeon Simulator,2013-04-18,3.45,"['iOS', 'Linux', 'PC', 'macOS', 'Android', 'Nintendo Switch']","['Action', 'Simulation', 'Educational', 'Indie']","['Steam', 'GOG', 'Google Play', 'Nintendo Store', 'App Store']","['Aliens', 'Steam Achievements', 'Steam Cloud', 'Blood', 'Comedy', 'Dark Humor', 'Difficult', 'First-Person', 'Funny', 'Gore', 'Great Soundtrack', 'Intentionally Awkward Controls', 'Multiplayer', 'Physics', 'Realistic', 'Singleplayer', 'VR', 'overlay', 'party', 'steam-trading-cards']"
STRIDER,2012-02-16,3.39,"['PC', 'Xbox 360', 'Xbox One', 'Wii', 'PlayStation 3', 'PlayStation 4']","['Action', 'Adventure', 'Arcade']","['Xbox Store', 'Steam', 'Xbox 360 Store', 'Nintendo Store', 'PlayStation Store']","['2.5D', '2D', 'Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', ""Beat 'em up"", 'Classic', 'Controller', 'Cyberpunk', 'Fast-Paced', 'Hack and Slash', 'Metroidvania', 'Ninja', 'Remake', 'Retro', 'Sci-fi', 'Side Scroller', 'Singleplayer', 'steam-trading-cards']"
The Vanishing of Ethan Carter,2014-09-25,3.79,"['Nintendo Switch', 'PC', 'PlayStation 4', 'Xbox One']","['Action', 'Adventure', 'Indie']","['Nintendo Store', 'PlayStation Store', 'Xbox Store', 'GOG', 'Steam']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Detective', 'Exploration', 'First-Person', 'Gore', 'Great Soundtrack', 'Horror', 'Lovecraftian', 'Mystery', 'Open World', 'Point & Click', 'Short', 'Singleplayer', 'Story Rich', 'Supernatural', 'Walking Simulator', 'steam-trading-cards']"
Tropico 3,2009-10-20,3.32,"['PC', 'Xbox 360']","['Strategy', 'Simulation']","['Xbox 360 Store', 'Steam']","['Steam Achievements', 'Atmospheric', 'City Builder', 'Cold War', 'Comedy', 'Economy', 'Funny', 'Great Soundtrack', 'Management', 'Politics', 'Sandbox', 'Satire', 'Singleplayer']"
Saints Row: Gat Out of Hell,2015-01-20,3.07,"['Linux', 'PC', 'Xbox One', 'PlayStation 4', 'PlayStation 3', 'Xbox 360']","['Action', 'Adventure']","['PlayStation Store', 'Xbox 360 Store', 'GOG', 'Steam', 'Xbox Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Comedy', 'Co-op', 'Dark Humor', 'Demons', 'Female Protagonist', 'First-Person', 'Funny', 'Gore', 'Mature', 'Multiplayer', 'Online Co-Op', 'Open World', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'achievements', 'controller support', 'overlay', 'cloud saves', 'cooperative', 'steam-trading-cards']"
Unreal Gold,2000-01-20,3.42,['PC'],"['Action', 'Shooter']","['Steam', 'GOG']","[""1990's"", 'Atmospheric', 'Classic', 'Co-op', 'Fast-Paced', 'Female Protagonist', 'First-Person', 'FPS', 'Great Soundtrack', 'Horror', 'Multiplayer', 'Nudity', 'Sci-fi', 'Singleplayer', 'cooperative']"
Serious Sam HD:  The First Encounter,2009-11-24,3.95,"['PC', 'Xbox 360']","['Action', 'Shooter', 'Indie']","['Xbox 360 Store', 'Steam']","['Aliens', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Classic', 'Colorful', 'Comedy', 'Co-op', 'Difficult', 'First-Person', 'FPS', 'Funny', 'Gore', 'Multiplayer', 'Online Co-Op', 'Remake', 'Sci-fi', 'Score Attack', 'Singleplayer', 'cooperative', 'steam-trading-cards']"
Life is Strange: Before The Storm,2017-08-31,3.96,"['iOS', 'PC', 'PlayStation 4', 'Xbox One', 'Linux', 'macOS', 'Android']",['Adventure'],"['App Store', 'Xbox Store', 'PlayStation Store', 'Steam']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Choose Your Own Adventure', 'Drama', 'Episodic', 'Female Protagonist', 'Great Soundtrack', 'Horror', 'Illuminati', 'Memes', 'Multiple Endings', 'Mystery', 'Point & Click', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person', 'Time Travel', 'Walking Simulator', 'steam-trading-cards', 'LGBTQ+']"
Crysis,2007-11-12,4.02,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['Xbox 360 Store', 'GOG', 'Steam', 'PlayStation Store']","['Aliens', 'Atmospheric', 'Benchmark', 'Classic', 'Destruction', 'First-Person', 'FPS', 'Futuristic', 'Great Soundtrack', 'Moddable', 'Multiplayer', 'Open World', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich']"
LittleBigPlanet 3,2014-11-18,3.53,"['PlayStation 3', 'PlayStation 4']","['Adventure', 'Arcade']",['PlayStation Store'],['exclusive']
Furi,2016-07-04,3.83,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']","['Action', 'Arcade']","['PlayStation Store', 'Nintendo Store', 'GOG', 'Steam', 'Xbox Store']","['Full controller support', 'Anime', 'Steam Achievements', 'Atmospheric', 'Steam Leaderboards', ""Beat 'em up"", 'Bullet Hell', 'Character Action Game', 'Controller', 'Cyberpunk', 'Difficult', 'Fast-Paced', 'Great Soundtrack', 'Hack and Slash', 'Sci-fi', ""Shoot 'Em Up"", 'Singleplayer', 'Spectacle fighter', 'Story Rich', 'Stylized', 'Top-Down', 'Boss battle', 'steam-trading-cards']"
Battlefield: Bad Company 2,2010-03-02,4.18,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['Atmospheric', 'Classic', 'Comedy', 'Co-op', 'Destruction', 'First-Person', 'FPS', 'Military', 'Multiplayer', 'Open World', 'Sandbox', 'Singleplayer', 'Tactical', 'Team-Based', 'War', 'cooperative']"
Gothic Playable Teaser,2019-12-14,3.05,['PC'],['RPG'],['Steam'],[]
Resident Evil Revelations,2012-02-07,3.74,"['Xbox One', 'Xbox 360', 'Nintendo 3DS', 'Wii U', 'PlayStation 3', 'Nintendo Switch', 'PC']","['Action', 'Adventure']","['Steam', 'Xbox 360 Store', 'Nintendo Store', 'Xbox Store', 'PlayStation Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Valve Anti-Cheat enabled', 'Co-op', 'Female Protagonist', 'FPS', 'Gore', 'Great Soundtrack', 'Horror', 'Local Co-Op', 'Multiplayer', 'Online Co-Op', 'Sci-fi', 'Singleplayer', 'Survival', 'Survival Horror', 'Third Person', 'Third-Person Shooter', 'Zombies', 'cooperative', 'steam-trading-cards']"
Lord of the Rings: War in the North,2011-11-01,3.23,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'RPG']","['Xbox 360 Store', 'Steam']","['3D Vision', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Controller', 'Co-op', 'Fantasy', 'Female Protagonist', 'Gore', 'Hack and Slash', 'Linear', 'Medieval', 'Multiplayer', 'Online Co-Op', 'Open World', 'RPG', 'Singleplayer', 'Third Person', 'cooperative']"
Control,2019-08-27,4.24,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'Shooter', 'Adventure']","['PlayStation Store', 'Epic Games', 'Xbox Store', 'Steam']","['Full controller support', 'Abstract', 'Action-Adventure', 'Atmospheric', 'Cinematic', 'Detective', 'Exploration', 'Female Protagonist', 'Metroidvania', 'Sci-fi', 'Singleplayer', 'Supernatural', 'Third Person', '3rd-Person Perspective']"
H1Z1: King of the Kill,2016-02-17,2.4,['PC'],"['Action', 'Adventure', 'Massively Multiplayer']",['Steam'],"['3D Vision', 'In-App Purchases', ""Beat 'em up"", 'Co-op', 'Early Access', 'First-Person', 'FPS', 'Free to Play', 'Gore', 'Horror', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'PvP', 'Survival', 'Third-Person Shooter', 'Violent', 'Walking Simulator', 'Zombies', 'Online multiplayer', 'cooperative', 'mmo']"
Loadout,2014-01-10,2.51,"['PC', 'PlayStation 4']","['Action', 'Indie']",['Steam'],"['Partial Controller Support', 'Arena Shooter', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Cartoony', 'Character Customization', 'Comedy', 'Co-op', 'Crafting', 'Fast-Paced', 'Free to Play', 'Funny', 'Gore', 'Gun Customization', 'Mature', 'Multiplayer', 'Third Person', 'Third-Person Shooter', 'cooperative', 'steam-trading-cards']"
Scribblenauts Unlimited,2012-11-13,3.56,"['PC', 'iOS', 'Android', 'Nintendo 3DS', 'Wii U']","['Adventure', 'Strategy', 'Casual', 'Puzzle']","['App Store', 'Google Play', 'Nintendo Store', 'Steam']","['2D', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Comedy', 'Cute', 'Education', 'Family Friendly', 'Fantasy', 'Funny', 'Moddable', 'Multiplayer', 'Open World', 'Replay Value', 'Sandbox', 'Singleplayer', 'puzzles', 'steam-trading-cards']"
Forza Horizon 4,2018-10-02,4.34,"['PC', 'Xbox One']","['Racing', 'Arcade', 'Massively Multiplayer']",['Xbox Store'],"['Atmospheric', 'Cinematic', 'Co-op', 'Driving', 'Exploration', 'Family Friendly', 'First-Person', 'Great Soundtrack', 'Multiplayer', 'Offroad', 'Online Co-Op', 'Open World', 'Sandbox', '3rd-Person Perspective', 'winter', 'autumn', 'cars', 'extreme', 'explore', 'exclusive', 'w10 exclusive']"
Dead by Daylight,2016-06-14,3.44,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']",['Action'],"['App Store', 'Google Play', 'Nintendo Store', 'PlayStation Store', 'Xbox Store', 'Steam']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Blood', 'Comedy', 'Co-op', 'Difficult', 'First-Person', 'Gore', 'Horror', 'Mature', 'Multiplayer', 'Online Co-Op', 'Stealth', 'Survival', 'Survival Horror', 'Team-Based', 'Third Person', 'Violent', 'steam-trading-cards']"
inFAMOUS First Light,2014-08-26,3.74,['PlayStation 4'],['Action'],['PlayStation Store'],"['Action-Adventure', 'Parkour', '3rd-Person Perspective', 'exclusive', 'true exclusive']"
Dead Rising 2,2010-08-31,3.43,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360']",['Action'],"['Xbox 360 Store', 'Steam', 'Xbox Store', 'PlayStation Store']","['3D Vision', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Character Customization', 'Comedy', 'Co-op', 'Crafting', 'Funny', 'Gore', 'Horror', 'Multiplayer', 'Multiple Endings', 'Online Co-Op', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Survival', 'Third Person', 'Zombies', 'cooperative', 'steam-trading-cards']"
The Expendabros,2014-08-05,3.51,"['macOS', 'PC']","['Action', 'Indie', 'Platformer']",['Steam'],"['2D', 'Full controller support', 'America', 'Classic', 'Comedy', 'Controller', 'Co-op', 'Free to Play', 'Funny', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Open World', 'Pixel Graphics', 'Side Scroller', 'Singleplayer', 'Split Screen', 'cooperative']"
Company of Heroes: Tales of Valor,2009-04-07,3.31,['PC'],['Strategy'],['Steam'],"['Steam Cloud', 'Base Building', 'Military', 'Multiplayer', 'RTS', 'Singleplayer', 'Tactical', 'War', 'World War II']"
Steep,2016-12-02,3.4,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'Simulation', 'Sports']","['Epic Games', 'Steam', 'Xbox Store', 'PlayStation Store']","['Partial Controller Support', 'Atmospheric', 'Co-op', 'Exploration', 'First-Person', 'FPS', 'Great Soundtrack', 'Multiplayer', 'Open World', 'Realistic', 'Sandbox', 'Singleplayer', 'Third Person', 'VR', 'Online multiplayer', 'cooperative', 'snowboarding', 'steam-trading-cards']"
HELLDIVERS,2015-12-07,3.56,"['PC', 'PlayStation 4', 'PlayStation 3']",['Action'],['Steam'],"['Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Comedy', 'Co-op', 'Difficult', 'Funny', 'Hack and Slash', 'Isometric', 'Local Co-Op', 'Mechs', 'Multiplayer', 'Online Co-Op', 'Sci-fi', 'Singleplayer', 'Space', 'Split Screen', 'Survival', 'Top-Down', 'Top-Down Shooter', 'Twin Stick Shooter', 'cooperative']"
STAR WARS Jedi Knight - Jedi Academy,2003-09-16,4.3,"['macOS', 'PC', 'Xbox', 'PlayStation 4', 'Nintendo Switch', 'Xbox 360']","['Action', 'Shooter']","['PlayStation Store', 'App Store', 'GOG', 'Steam', 'Xbox 360 Store']","['Partial Controller Support', 'Steam Cloud', 'Character Customization', 'Classic', 'Female Protagonist', 'First-Person', 'FPS', 'Great Soundtrack', 'Hack and Slash', 'Local Multiplayer', 'Moddable', 'Multiplayer', 'RPG', 'Sci-fi', 'Singleplayer', 'Star Wars', 'Swordplay', 'Third Person', 'Third-Person Shooter', 'cloud saves', 'Online multiplayer']"
Tropico 5,2014-05-22,3.62,"['Linux', 'PC', 'macOS', 'PlayStation 4', 'Xbox 360']","['RPG', 'Strategy', 'Simulation']","['App Store', 'Xbox 360 Store', 'GOG', 'Steam', 'PlayStation Store']","['Cross-Platform Multiplayer', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'City Builder', 'Comedy', 'Co-op', 'Economy', 'Funny', 'Great Soundtrack', 'Historical', 'Management', 'Multiplayer', 'Open World', 'Politics', 'Resource Management', 'RPG', 'RTS', 'Sandbox', 'Singleplayer', 'achievements', 'cooperative', 'steam-trading-cards']"
Oddworld: New 'n' Tasty,2014-07-22,3.54,"['Linux', 'macOS', 'PC', 'iOS', 'Android', 'Xbox One', 'Wii U', 'PS Vita', 'PlayStation 3', 'PlayStation 4']","['Action', 'Adventure', 'Indie', 'Platformer']","['Google Play', 'App Store', 'Nintendo Store', 'GOG', 'Steam', 'Xbox Store', 'PlayStation Store']","['2.5D', '2D', 'Full controller support', '3D Vision', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Classic', 'Comedy', 'Cult Classic', 'Difficult', 'Funny', 'Puzzle-Platformer', 'Remake', 'Sci-fi', 'Side Scroller', 'Singleplayer', 'Stealth', 'controller support', 'steam-trading-cards']"
Little Nightmares,2017-04-27,4.12,"['PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']","['Action', 'Platformer']","['Xbox Store', 'GOG', 'Steam', 'PlayStation Store']","['2.5D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Dark', 'Female Protagonist', 'Great Soundtrack', 'Horror', 'Puzzle-Platformer', 'Short', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival Horror', 'Third Person', 'achievements', 'controller support', 'steam-trading-cards']"
Need For Speed: Hot Pursuit,2010-11-16,3.85,"['PC', 'iOS', 'Android', 'Wii', 'PlayStation 3', 'Xbox 360']","['Action', 'Sports', 'Racing']","['PlayStation Store', 'App Store', 'Google Play', 'Xbox 360 Store', 'Steam']","['Atmospheric', 'Controller', 'Co-op', 'Driving', 'Funny', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'Open World', 'Remake', 'Singleplayer', 'cooperative']"
Arma 2,2009-06-18,3.17,['PC'],"['Action', 'Strategy', 'Simulation']",['Steam'],"['Captions available', 'Includes level editor', 'Partial Controller Support', 'Co-op', 'First-Person', 'FPS', 'Military', 'Moddable', 'Multiplayer', 'Open World', 'Realistic', 'Sandbox', 'Singleplayer', 'Tactical', 'Third Person', 'Third-Person Shooter', 'TrackIR', 'War', 'Zombies', 'cooperative']"
Rayman Origins,2011-11-15,4.12,"['PlayStation 3', 'macOS', 'PC', 'Wii', 'iOS', 'Xbox 360', 'Nintendo 3DS', 'PS Vita']","['Action', 'Arcade', 'Family', 'Platformer']","['App Store', 'Xbox 360 Store', 'Nintendo Store', 'Steam', 'GOG', 'PlayStation Store']","['2D', '3D Vision', 'Full controller support', '4 Player Local', 'Cartoony', 'Colorful', 'Comedy', 'Controller', 'Co-op', 'Difficult', 'Family Friendly', 'Fantasy', 'Funny', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Side Scroller', 'Singleplayer', 'Split Screen', 'controller support', 'cooperative']"
The Elder Scrolls IV: Oblivion Game of the Year Edition,2009-06-16,4.28,"['PC', 'PlayStation 3', 'Xbox 360']",['RPG'],"['Steam', 'GOG']","['Action RPG', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Classic', 'Dark Fantasy', 'Exploration', 'Fantasy', 'First-Person', 'Great Soundtrack', 'Magic', 'Medieval', 'Moddable', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person']"
Mass Effect: Andromeda,2017-03-21,3.22,"['Xbox One', 'PC', 'PlayStation 4']","['Action', 'RPG']","['Xbox Store', 'PlayStation Store']","['Romance', 'Sci-fi', 'Space', 'Story Rich', '3rd-Person Perspective']"
Risk of Rain,2013-11-07,3.9,"['Linux', 'macOS', 'PC', 'Xbox One', 'Nintendo Switch', 'PlayStation 4', 'PS Vita']","['Action', 'Indie', 'Platformer']","['Xbox Store', 'Nintendo Store', 'GOG', 'Steam', 'PlayStation Store']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Co-op', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Multiplayer', 'Online Co-Op', 'Perma Death', 'Pixel Graphics', 'Replay Value', 'RPG', 'Sci-fi', 'Side Scroller', 'Singleplayer', 'Split Screen', 'Survival', 'controller support', 'overlay', 'cooperative', 'Roguelike', 'Roguelite', 'steam-trading-cards']"
Cortex Command,2012-09-28,2.56,"['macOS', 'PC']","['Action', 'Strategy', 'Indie']",['Steam'],"['2D', 'Full controller support', '4 Player Local', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Moddable', 'Multiplayer', 'Physics', 'Pixel Graphics', 'Replay Value', 'RTS', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Split Screen', 'Zombies', 'steam-trading-cards']"
Orcs Must Die!,2011-10-05,3.74,"['PC', 'Xbox 360']","['Action', 'Strategy', 'Indie']","['Xbox 360 Store', 'Steam']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Cartoony', 'Comedy', 'Co-op', 'Fantasy', 'Funny', 'Great Soundtrack', 'Magic', 'Multiplayer', 'RPG', 'Score Attack', 'Singleplayer', 'Third Person', 'Third-Person Shooter', 'Tower Defense', 'stats']"
Assassin's Creed Revelations,2011-11-15,3.92,"['PC', 'PlayStation 3', 'Xbox One', 'Xbox 360', 'PlayStation 4']","['Action', 'Adventure']","['Xbox 360 Store', 'Xbox Store', 'Steam', 'PlayStation Store']","['Action-Adventure', 'Assassin', 'Atmospheric', 'Conspiracy', 'Controller', 'Great Soundtrack', 'Historical', 'Medieval', 'Multiplayer', 'Open World', 'Parkour', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Third Person']"
ARK: Survival Of The Fittest,2016-03-15,2.67,"['Android', 'PC', 'iOS', 'Linux', 'macOS']","['Action', 'RPG', 'Strategy', 'Massively Multiplayer', 'Indie']","['Google Play', 'App Store', 'Steam']","['Includes level editor', 'Partial Controller Support', 'Steam Leaderboards', 'Steam Workshop', 'Co-op', 'Crafting', 'Dinosaurs', 'Dragons', 'Early Access', 'Exploration', 'First-Person', 'FPS', 'Free to Play', 'Multiplayer', 'Open World', 'PvP', 'RPG', 'Sandbox', 'Singleplayer', 'Survival', 'stats']"
Hitman: Codename 47,2000-11-19,3.83,['PC'],"['Action', 'Shooter']","['Steam', 'GOG']","['Assassin', 'Atmospheric', 'Classic', 'Difficult', 'Sandbox', 'Singleplayer', 'Stealth', 'Third Person', 'Third-Person Shooter']"
AudioSurf,2008-02-15,3.9,['PC'],['Indie'],['Steam'],"['Full controller support', 'Steam Achievements', 'Colorful', 'Co-op', 'Fast-Paced', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Music', 'Music-Based Procedural Generation', 'Procedural Generation', 'Relaxing', 'Replay Value', 'Rhythm', 'Score Attack', 'Singleplayer', 'cooperative', 'exclusive', 'true exclusive']"
Diablo III: Reaper of Souls,2014-03-25,4.19,"['PC', 'Xbox 360', 'Xbox One', 'PlayStation 4', 'PlayStation 3', 'macOS']","['Action', 'RPG']",['Xbox 360 Store'],"['Demons', 'Loot', 'Story', 'character']"
The Elder Scrolls III: Morrowind,2002-05-02,4.38,"['PC', 'Xbox 360', 'Xbox', 'Xbox One']",['RPG'],"['Xbox 360 Store', 'GOG', 'Steam']","['Action RPG', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Classic', 'Cult Classic', 'Exploration', 'Fantasy', 'First-Person', 'Great Soundtrack', 'Magic', 'Medieval', 'Moddable', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person']"
